GPU Power (W), Time (S), 
147, 3.636343, 
147, 3.637818, 
147, 3.639237, 
147, 3.640659, 
147, 3.642107, 
147, 3.643588, 
147, 3.645063, 
147, 3.646543, 
149, 3.658868, 
149, 3.660367, 
149, 3.661851, 
149, 3.663337, 
149, 3.664784, 
149, 3.666226, 
133, 3.677601, 
133, 3.679078, 
133, 3.680794, 
133, 3.682230, 
133, 3.683681, 
133, 3.685163, 
133, 3.686634, 
133, 3.696216, 
133, 3.697696, 
133, 3.699214, 
133, 3.700661, 
133, 3.702085, 
133, 3.703550, 
133, 3.705003, 
133, 3.706442, 
148, 3.715587, 
148, 3.717161, 
148, 3.718697, 
148, 3.720263, 
148, 3.721793, 
148, 3.723302, 
148, 3.724748, 
148, 3.726439, 
145, 3.737288, 
145, 3.738917, 
145, 3.740470, 
145, 3.742004, 
145, 3.743538, 
145, 3.745081, 
145, 3.746629, 
131, 3.759134, 
131, 3.760730, 
131, 3.762275, 
131, 3.763906, 
131, 3.765473, 
131, 3.767031, 
149, 3.778140, 
149, 3.779635, 
149, 3.781118, 
149, 3.782679, 
149, 3.784232, 
149, 3.785779, 
149, 3.787316, 
134, 3.799813, 
134, 3.804626, 
134, 3.806189, 
110, 3.815083, 
110, 3.819126, 
110, 3.820602, 
110, 3.822086, 
110, 3.823556, 
110, 3.825024, 
110, 3.826495, 
102, 3.833432, 
102, 3.834912, 
102, 3.837591, 
102, 3.840563, 
102, 3.842125, 
102, 3.843678, 
102, 3.845215, 
102, 3.846788, 
124, 3.854171, 
124, 3.855741, 
124, 3.857435, 
124, 3.858976, 
124, 3.860516, 
124, 3.862065, 
124, 3.863602, 
124, 3.865138, 
124, 3.866687, 
159, 3.880092, 
159, 3.881638, 
159, 3.883120, 
159, 3.884680, 
159, 3.886232, 
159, 3.887780, 
170, 3.900625, 
170, 3.903603, 
170, 3.905100, 
170, 3.906658, 
156, 3.920741, 
156, 3.927212, 
157, 3.940168, 
157, 3.941622, 
157, 3.943088, 
157, 3.944502, 
157, 3.945949, 
157, 3.947430, 
131, 3.960846, 
131, 3.962308, 
131, 3.963732, 
131, 3.965158, 
131, 3.966689, 
131, 3.968263, 
131, 3.976592, 
131, 3.978123, 
131, 3.979659, 
131, 3.981184, 
131, 3.982790, 
131, 3.984244, 
131, 3.985789, 
131, 3.987224, 
148, 3.998341, 
148, 3.999791, 
148, 4.001290, 
148, 4.002783, 
148, 4.006729, 
148, 4.008244, 
144, 4.019130, 
144, 4.022192, 
144, 4.023741, 
144, 4.025274, 
144, 4.026844, 
144, 4.028366, 
135, 4.037693, 
135, 4.039278, 
135, 4.040804, 
135, 4.042340, 
135, 4.043896, 
135, 4.045428, 
135, 4.046977, 
135, 4.048518, 
144, 4.057861, 
144, 4.059413, 
144, 4.060944, 
144, 4.062464, 
144, 4.063995, 
144, 4.065525, 
144, 4.067076, 
144, 4.068603, 
164, 4.078037, 
164, 4.079586, 
164, 4.081123, 
164, 4.082660, 
164, 4.084198, 
164, 4.085726, 
164, 4.087258, 
164, 4.088801, 
156, 4.098282, 
156, 4.099829, 
156, 4.101356, 
156, 4.102916, 
156, 4.104447, 
156, 4.106156, 
156, 4.107676, 
141, 4.121967, 
141, 4.123500, 
141, 4.124958, 
141, 4.126401, 
141, 4.127850, 
153, 4.140592, 
153, 4.142054, 
153, 4.143501, 
153, 4.144960, 
153, 4.146423, 
153, 4.147876, 
130, 4.161700, 
130, 4.163157, 
130, 4.164600, 
130, 4.166050, 
130, 4.167493, 
130, 4.168940, 
104, 4.176566, 
104, 4.178016, 
104, 4.179490, 
104, 4.180962, 
104, 4.182408, 
104, 4.183877, 
104, 4.185345, 
104, 4.186825, 
104, 4.188270, 
102, 4.195167, 
102, 4.196639, 
102, 4.198081, 
102, 4.199568, 
102, 4.201036, 
102, 4.202479, 
102, 4.203937, 
102, 4.205374, 
102, 4.206859, 
102, 4.208342, 
117, 4.215664, 
117, 4.217120, 
117, 4.218585, 
117, 4.220032, 
117, 4.221487, 
117, 4.223107, 
117, 4.224561, 
117, 4.226017, 
117, 4.227484, 
117, 4.228949, 
134, 4.240234, 
134, 4.241856, 
134, 4.243325, 
134, 4.244790, 
134, 4.246262, 
134, 4.247722, 
134, 4.249182, 
148, 4.261402, 
148, 4.262894, 
148, 4.264376, 
148, 4.265867, 
148, 4.267344, 
148, 4.268815, 
150, 4.280667, 
150, 4.282131, 
150, 4.283593, 
150, 4.285061, 
150, 4.286526, 
150, 4.287994, 
150, 4.289528, 
155, 4.300489, 
155, 4.301948, 
155, 4.303414, 
155, 4.304886, 
155, 4.306356, 
155, 4.307820, 
155, 4.309323, 
132, 4.322708, 
132, 4.324257, 
132, 4.325736, 
132, 4.327203, 
132, 4.328677, 
134, 4.337425, 
134, 4.338897, 
134, 4.343912, 
134, 4.345385, 
134, 4.346872, 
134, 4.348361, 
134, 4.349874, 
169, 4.361610, 
169, 4.363259, 
169, 4.364858, 
169, 4.366419, 
169, 4.367999, 
169, 4.369574, 
159, 4.382728, 
159, 4.385319, 
159, 4.386764, 
159, 4.388184, 
159, 4.389604, 
144, 4.401346, 
144, 4.402815, 
144, 4.404253, 
144, 4.405704, 
144, 4.407132, 
144, 4.408557, 
144, 4.409987, 
135, 4.419843, 
135, 4.421301, 
135, 4.422768, 
135, 4.424201, 
135, 4.425639, 
135, 4.427112, 
135, 4.428547, 
135, 4.430008, 
132, 4.441811, 
132, 4.443242, 
132, 4.444653, 
132, 4.446069, 
132, 4.447499, 
132, 4.448914, 
132, 4.450338, 
152, 4.460371, 
152, 4.461828, 
152, 4.463281, 
152, 4.464736, 
152, 4.466169, 
152, 4.467598, 
152, 4.469026, 
152, 4.470458, 
137, 4.480119, 
137, 4.481706, 
137, 4.483233, 
137, 4.484806, 
137, 4.486431, 
137, 4.487994, 
137, 4.489690, 
151, 4.503780, 
151, 4.506911, 
151, 4.508467, 
151, 4.509993, 
120, 4.523590, 
120, 4.525171, 
120, 4.526718, 
120, 4.528251, 
120, 4.529758, 
103, 4.537794, 
103, 4.539354, 
103, 4.540897, 
103, 4.542433, 
103, 4.543974, 
103, 4.545513, 
103, 4.547049, 
103, 4.548637, 
103, 4.550213, 
101, 4.557433, 
101, 4.563223, 
101, 4.564807, 
101, 4.566347, 
101, 4.567903, 
101, 4.569460, 
101, 4.571011, 
124, 4.578149, 
124, 4.579721, 
124, 4.581271, 
124, 4.582900, 
124, 4.584476, 
124, 4.586106, 
124, 4.587704, 
124, 4.589278, 
124, 4.590877, 
143, 4.600402, 
143, 4.602042, 
143, 4.603616, 
143, 4.605176, 
143, 4.606738, 
143, 4.608306, 
143, 4.609885, 
143, 4.611476, 
124, 4.624390, 
124, 4.625952, 
124, 4.627494, 
124, 4.629029, 
124, 4.630575, 
134, 4.639183, 
134, 4.640733, 
134, 4.642262, 
134, 4.643809, 
134, 4.645394, 
134, 4.646972, 
134, 4.648531, 
134, 4.650070, 
150, 4.662291, 
150, 4.663862, 
150, 4.665414, 
150, 4.666985, 
150, 4.668540, 
150, 4.670079, 
131, 4.683892, 
131, 4.689421, 
127, 4.699812, 
127, 4.701374, 
127, 4.702941, 
127, 4.704507, 
127, 4.706070, 
127, 4.707631, 
127, 4.709172, 
127, 4.710733, 
146, 4.723149, 
146, 4.724713, 
146, 4.726289, 
146, 4.727846, 
146, 4.729387, 
146, 4.730955, 
143, 4.743395, 
143, 4.746820, 
143, 4.748373, 
143, 4.749926, 
143, 4.751471, 
132, 4.761454, 
132, 4.767207, 
132, 4.768765, 
132, 4.770314, 
132, 4.771874, 
135, 4.782741, 
135, 4.784342, 
135, 4.785908, 
135, 4.787468, 
135, 4.789026, 
135, 4.790648, 
135, 4.792198, 
151, 4.802351, 
151, 4.803879, 
151, 4.805380, 
151, 4.806961, 
151, 4.808514, 
151, 4.810045, 
151, 4.811575, 
147, 4.821631, 
147, 4.823216, 
147, 4.824738, 
147, 4.826277, 
147, 4.827798, 
147, 4.829321, 
147, 4.830881, 
147, 4.832505, 
133, 4.847539, 
133, 4.849236, 
133, 4.850816, 
133, 4.852343, 
158, 4.863244, 
158, 4.864839, 
158, 4.866392, 
158, 4.867948, 
158, 4.869489, 
158, 4.871021, 
158, 4.872555, 
137, 4.887836, 
137, 4.889467, 
137, 4.891016, 
137, 4.892555, 
106, 4.901086, 
106, 4.902658, 
106, 4.904193, 
106, 4.905726, 
106, 4.907278, 
106, 4.908825, 
106, 4.910350, 
106, 4.911883, 
102, 4.919627, 
102, 4.921183, 
102, 4.922750, 
102, 4.924258, 
102, 4.925786, 
102, 4.927290, 
102, 4.928853, 
102, 4.930431, 
102, 4.931961, 
111, 4.939654, 
111, 4.941216, 
111, 4.942783, 
111, 4.944307, 
111, 4.945829, 
111, 4.947365, 
111, 4.949000, 
111, 4.950549, 
111, 4.952087, 
128, 4.962436, 
128, 4.963973, 
128, 4.965612, 
128, 4.967189, 
128, 4.968714, 
128, 4.970243, 
128, 4.971775, 
128, 4.973308, 
151, 4.985275, 
151, 4.986874, 
151, 4.988588, 
151, 4.990121, 
151, 4.991674, 
151, 4.993208, 
144, 5.003845, 
144, 5.005429, 
144, 5.007042, 
144, 5.008660, 
144, 5.010269, 
155, 5.024095, 
155, 5.025663, 
155, 5.027264, 
155, 5.028831, 
155, 5.030428, 
155, 5.031900, 
155, 5.033383, 
138, 5.046732, 
138, 5.048264, 
138, 5.049754, 
138, 5.051228, 
138, 5.052687, 
137, 5.061286, 
137, 5.062792, 
137, 5.064266, 
137, 5.065723, 
137, 5.067176, 
137, 5.068647, 
137, 5.070102, 
137, 5.071567, 
137, 5.073040, 
160, 5.083676, 
160, 5.085131, 
160, 5.086594, 
160, 5.088041, 
160, 5.089491, 
160, 5.090943, 
160, 5.092388, 
160, 5.093874, 
155, 5.105299, 
155, 5.106775, 
155, 5.108232, 
155, 5.109680, 
155, 5.111119, 
155, 5.112564, 
155, 5.114017, 
149, 5.123643, 
149, 5.125105, 
149, 5.126584, 
149, 5.128056, 
149, 5.129512, 
149, 5.130980, 
149, 5.132450, 
149, 5.133916, 
139, 5.142970, 
139, 5.144437, 
139, 5.145904, 
139, 5.147356, 
139, 5.148869, 
139, 5.150330, 
139, 5.151790, 
139, 5.153267, 
139, 5.165015, 
139, 5.166500, 
139, 5.167941, 
139, 5.169399, 
139, 5.170888, 
139, 5.172340, 
139, 5.173790, 
162, 5.186727, 
162, 5.188278, 
162, 5.189769, 
162, 5.191237, 
162, 5.192720, 
162, 5.194209, 
146, 5.203640, 
146, 5.205125, 
146, 5.206609, 
146, 5.208090, 
146, 5.209570, 
146, 5.211061, 
146, 5.212541, 
146, 5.214006, 
136, 5.225996, 
136, 5.227487, 
136, 5.229011, 
136, 5.230528, 
136, 5.231997, 
136, 5.233484, 
142, 5.243812, 
142, 5.245299, 
142, 5.246783, 
142, 5.248250, 
142, 5.249709, 
142, 5.251166, 
142, 5.252629, 
142, 5.254123, 
113, 5.261325, 
113, 5.262913, 
113, 5.264443, 
113, 5.265983, 
113, 5.267475, 
113, 5.269004, 
113, 5.270496, 
113, 5.271988, 
113, 5.273483, 
113, 5.274988, 
106, 5.281256, 
106, 5.282821, 
106, 5.286059, 
106, 5.287710, 
106, 5.289250, 
106, 5.290792, 
106, 5.292338, 
106, 5.293920, 
113, 5.301565, 
113, 5.303176, 
113, 5.304717, 
113, 5.306256, 
113, 5.307806, 
113, 5.309373, 
113, 5.310936, 
113, 5.312485, 
113, 5.314022, 
135, 5.324587, 
135, 5.326144, 
135, 5.327680, 
135, 5.329215, 
135, 5.330777, 
135, 5.332414, 
135, 5.333953, 
169, 5.345797, 
169, 5.351330, 
169, 5.352883, 
169, 5.354418, 
155, 5.365298, 
155, 5.366857, 
155, 5.368396, 
155, 5.369935, 
155, 5.371474, 
155, 5.373012, 
155, 5.374547, 
166, 5.386139, 
166, 5.387725, 
166, 5.389260, 
166, 5.390807, 
166, 5.392356, 
166, 5.393899, 
166, 5.395447, 
144, 5.410132, 
144, 5.411787, 
144, 5.413337, 
144, 5.414937, 
141, 5.423769, 
141, 5.429461, 
141, 5.431051, 
141, 5.432619, 
141, 5.434166, 
141, 5.435703, 
160, 5.445706, 
160, 5.447268, 
160, 5.448805, 
160, 5.450358, 
160, 5.451917, 
160, 5.453490, 
160, 5.455052, 
153, 5.467134, 
153, 5.471219, 
153, 5.472782, 
153, 5.474355, 
153, 5.475911, 
154, 5.485741, 
154, 5.487313, 
154, 5.488894, 
154, 5.490452, 
154, 5.491991, 
154, 5.493544, 
154, 5.495117, 
136, 5.504860, 
136, 5.509252, 
136, 5.510900, 
136, 5.512476, 
136, 5.514030, 
155, 5.534236, 
155, 5.535853, 
155, 5.537400, 
173, 5.549034, 
173, 5.555202, 
173, 5.556753, 
153, 5.566719, 
153, 5.568272, 
153, 5.569833, 
153, 5.571394, 
153, 5.572940, 
153, 5.574489, 
153, 5.576039, 
153, 5.577603, 
167, 5.589318, 
167, 5.593915, 
167, 5.595487, 
167, 5.597041, 
167, 5.598623, 
127, 5.608722, 
127, 5.610199, 
127, 5.611683, 
127, 5.613176, 
127, 5.614650, 
127, 5.616155, 
127, 5.617723, 
108, 5.624732, 
108, 5.626234, 
108, 5.627710, 
108, 5.629197, 
108, 5.630672, 
108, 5.632244, 
108, 5.633814, 
108, 5.635366, 
108, 5.636909, 
108, 5.638434, 
99, 5.644578, 
99, 5.646101, 
99, 5.647643, 
99, 5.649174, 
99, 5.650744, 
99, 5.652278, 
99, 5.653806, 
99, 5.655342, 
99, 5.656872, 
99, 5.658401, 
144, 5.665693, 
144, 5.667260, 
144, 5.668783, 
144, 5.670317, 
144, 5.671845, 
144, 5.673373, 
144, 5.674952, 
144, 5.676481, 
144, 5.678012, 
150, 5.690752, 
150, 5.692930, 
150, 5.694391, 
150, 5.695861, 
150, 5.697342, 
150, 5.698828, 
169, 5.709981, 
169, 5.712295, 
169, 5.713795, 
169, 5.715231, 
169, 5.716646, 
169, 5.718060, 
167, 5.730721, 
167, 5.733204, 
167, 5.734635, 
167, 5.736057, 
167, 5.737508, 
167, 5.738936, 
164, 5.753027, 
164, 5.755437, 
164, 5.756859, 
164, 5.758279, 
164, 5.759712, 
123, 5.768405, 
123, 5.769828, 
123, 5.771263, 
123, 5.772825, 
123, 5.774386, 
123, 5.775943, 
123, 5.777505, 
123, 5.779079, 
146, 5.789268, 
146, 5.790856, 
146, 5.792379, 
146, 5.793896, 
146, 5.795443, 
146, 5.796969, 
146, 5.798497, 
146, 5.800066, 
160, 5.810499, 
160, 5.812043, 
160, 5.813581, 
160, 5.815125, 
160, 5.816652, 
160, 5.818181, 
160, 5.819706, 
107, 5.830006, 
107, 5.831564, 
107, 5.833103, 
107, 5.834645, 
107, 5.836186, 
107, 5.837719, 
107, 5.839254, 
122, 5.846997, 
122, 5.848562, 
122, 5.850103, 
122, 5.851658, 
122, 5.856962, 
122, 5.858500, 
122, 5.860030, 
146, 5.867143, 
146, 5.868698, 
146, 5.870217, 
146, 5.871741, 
146, 5.873266, 
146, 5.874820, 
146, 5.876347, 
146, 5.877879, 
146, 5.879436, 
165, 5.891317, 
165, 5.895199, 
165, 5.896666, 
165, 5.898136, 
165, 5.899619, 
172, 5.911298, 
172, 5.912775, 
172, 5.914245, 
172, 5.915735, 
172, 5.917236, 
172, 5.918694, 
172, 5.920202, 
150, 5.929356, 
150, 5.930906, 
150, 5.932423, 
150, 5.933931, 
150, 5.935383, 
150, 5.936928, 
150, 5.938473, 
150, 5.940001, 
164, 5.952573, 
164, 5.954117, 
164, 5.955650, 
164, 5.957194, 
164, 5.958736, 
164, 5.960261, 
127, 5.971136, 
127, 5.972703, 
127, 5.974236, 
127, 5.975785, 
127, 5.977310, 
127, 5.978864, 
127, 5.980432, 
108, 5.987102, 
108, 5.988642, 
108, 5.990170, 
108, 5.991690, 
108, 5.993224, 
108, 5.994799, 
108, 5.996483, 
108, 5.998074, 
108, 5.999700, 
100, 6.007969, 
100, 6.009473, 
100, 6.010924, 
100, 6.012379, 
100, 6.013834, 
100, 6.015272, 
100, 6.016731, 
100, 6.018220, 
100, 6.019716, 
162, 6.031501, 
162, 6.033033, 
162, 6.034543, 
162, 6.036058, 
162, 6.037577, 
162, 6.039133, 
162, 6.040682, 
162, 6.042292, 
197, 6.052820, 
197, 6.056875, 
197, 6.058424, 
197, 6.059952, 
197, 6.061501, 
197, 6.074697, 
197, 6.078366, 
197, 6.079911, 
197, 6.081456, 
168, 6.098707, 
168, 6.100323, 
168, 6.101869, 
148, 6.116996, 
148, 6.118552, 
148, 6.120099, 
148, 6.121643, 
121, 6.132163, 
121, 6.133727, 
121, 6.135268, 
121, 6.136814, 
121, 6.138354, 
121, 6.139890, 
121, 6.141431, 
121, 6.142980, 
140, 6.152367, 
140, 6.153914, 
140, 6.155456, 
140, 6.157001, 
140, 6.158534, 
140, 6.160077, 
140, 6.161621, 
140, 6.163186, 
155, 6.173668, 
155, 6.175195, 
155, 6.176741, 
155, 6.178282, 
155, 6.179815, 
155, 6.181537, 
155, 6.183083, 
140, 6.196669, 
140, 6.198287, 
140, 6.199826, 
140, 6.201372, 
140, 6.202916, 
152, 6.212212, 
152, 6.213788, 
152, 6.215458, 
152, 6.216995, 
152, 6.218540, 
152, 6.220086, 
152, 6.221636, 
152, 6.223197, 
157, 6.232111, 
157, 6.233663, 
157, 6.235195, 
157, 6.236750, 
157, 6.238303, 
157, 6.239847, 
157, 6.241401, 
157, 6.242952, 
147, 6.252317, 
147, 6.253928, 
147, 6.255493, 
147, 6.256942, 
147, 6.258379, 
147, 6.259800, 
147, 6.261227, 
147, 6.262649, 
146, 6.276134, 
146, 6.277720, 
146, 6.279188, 
146, 6.280659, 
146, 6.282263, 
146, 6.283782, 
159, 6.294022, 
159, 6.295502, 
159, 6.296943, 
159, 6.298384, 
159, 6.299841, 
159, 6.301283, 
159, 6.302755, 
147, 6.315712, 
147, 6.317163, 
147, 6.318603, 
147, 6.320046, 
147, 6.321483, 
147, 6.322922, 
118, 6.331035, 
118, 6.332498, 
118, 6.333938, 
118, 6.335408, 
118, 6.336866, 
118, 6.338306, 
118, 6.339789, 
118, 6.341263, 
118, 6.342736, 
106, 6.349954, 
106, 6.351423, 
106, 6.352863, 
106, 6.354324, 
106, 6.355780, 
106, 6.361434, 
106, 6.362879, 
126, 6.370527, 
126, 6.372042, 
126, 6.373487, 
126, 6.374937, 
126, 6.376403, 
126, 6.377860, 
126, 6.379348, 
126, 6.380844, 
126, 6.382604, 
126, 6.384114, 
163, 6.394104, 
163, 6.396216, 
163, 6.397753, 
163, 6.399281, 
163, 6.400725, 
163, 6.402208, 
163, 6.403677, 
191, 6.420459, 
191, 6.422059, 
191, 6.423591, 
111, 6.436150, 
111, 6.437639, 
111, 6.439132, 
111, 6.440696, 
111, 6.442235, 
111, 6.443785, 
135, 6.452249, 
135, 6.458919, 
135, 6.460476, 
135, 6.462018, 
135, 6.463562, 
162, 6.475169, 
162, 6.479217, 
162, 6.480757, 
162, 6.482301, 
162, 6.483846, 
104, 6.492122, 
104, 6.493701, 
104, 6.495275, 
104, 6.496871, 
104, 6.498440, 
104, 6.499994, 
104, 6.501751, 
104, 6.503387, 
104, 6.504963, 
132, 6.511522, 
132, 6.513068, 
132, 6.514596, 
132, 6.516133, 
132, 6.523280, 
132, 6.530935, 
180, 6.541293, 
180, 6.543197, 
180, 6.544752, 
180, 6.546313, 
172, 6.558469, 
148, 6.576311, 
148, 6.577907, 
148, 6.579459, 
148, 6.581021, 
148, 6.582580, 
148, 6.584127, 
148, 6.585678, 
136, 6.596407, 
136, 6.597890, 
136, 6.599378, 
136, 6.600867, 
136, 6.602342, 
136, 6.603812, 
136, 6.605302, 
136, 6.606807, 
145, 6.618375, 
145, 6.619878, 
145, 6.621343, 
145, 6.622825, 
145, 6.624303, 
145, 6.625764, 
159, 6.636944, 
159, 6.638515, 
159, 6.640067, 
159, 6.641619, 
159, 6.643175, 
159, 6.644666, 
159, 6.646220, 
143, 6.655092, 
143, 6.656676, 
143, 6.658214, 
143, 6.659755, 
143, 6.661300, 
143, 6.662916, 
143, 6.664457, 
143, 6.665984, 
158, 6.678202, 
158, 6.679767, 
158, 6.681313, 
158, 6.682851, 
158, 6.684397, 
158, 6.685932, 
122, 6.700383, 
122, 6.701977, 
122, 6.703522, 
122, 6.705068, 
122, 6.706621, 
106, 6.713311, 
106, 6.714880, 
106, 6.716417, 
106, 6.717954, 
106, 6.719486, 
106, 6.721017, 
106, 6.722560, 
106, 6.724089, 
106, 6.725609, 
106, 6.727222, 
99, 6.733308, 
99, 6.734892, 
99, 6.736437, 
99, 6.737958, 
99, 6.739488, 
99, 6.741027, 
99, 6.742560, 
99, 6.744098, 
99, 6.745645, 
99, 6.747191, 
144, 6.754558, 
144, 6.756122, 
144, 6.757667, 
144, 6.759202, 
144, 6.760742, 
144, 6.762285, 
144, 6.763821, 
144, 6.765412, 
144, 6.766859, 
148, 6.775786, 
148, 6.777222, 
148, 6.778639, 
148, 6.780057, 
148, 6.781481, 
148, 6.782906, 
148, 6.784325, 
148, 6.785750, 
148, 6.787168, 
151, 6.798324, 
151, 6.799763, 
151, 6.801247, 
151, 6.802671, 
151, 6.804094, 
151, 6.805511, 
151, 6.806934, 
158, 6.817713, 
158, 6.819138, 
158, 6.820554, 
158, 6.821978, 
158, 6.823404, 
158, 6.824821, 
158, 6.826243, 
158, 6.827693, 
166, 6.838589, 
166, 6.840028, 
166, 6.841448, 
166, 6.842873, 
166, 6.844297, 
166, 6.845722, 
166, 6.847139, 
130, 6.855753, 
130, 6.857245, 
130, 6.858742, 
130, 6.860215, 
130, 6.867902, 
164, 6.876277, 
164, 6.877768, 
164, 6.879232, 
164, 6.880753, 
164, 6.882240, 
164, 6.883691, 
164, 6.885140, 
164, 6.886592, 
185, 6.898600, 
185, 6.901669, 
185, 6.903310, 
185, 6.904929, 
185, 6.906519, 
154, 6.918792, 
154, 6.920282, 
154, 6.921747, 
154, 6.923221, 
154, 6.924697, 
154, 6.926182, 
154, 6.927694, 
150, 6.937659, 
150, 6.939116, 
150, 6.940584, 
150, 6.942044, 
150, 6.943504, 
150, 6.945033, 
150, 6.946508, 
150, 6.948042, 
147, 6.956290, 
147, 6.958805, 
147, 6.960409, 
147, 6.961951, 
147, 6.963494, 
147, 6.965030, 
147, 6.966620, 
147, 6.968216, 
141, 6.977098, 
141, 6.983208, 
141, 6.984770, 
141, 6.986332, 
141, 6.987886, 
142, 7.003569, 
142, 7.005366, 
142, 7.007021, 
157, 7.018998, 
157, 7.020562, 
157, 7.022111, 
157, 7.023647, 
157, 7.025190, 
157, 7.026741, 
157, 7.028276, 
144, 7.042756, 
144, 7.044330, 
144, 7.045876, 
144, 7.047417, 
144, 7.048963, 
118, 7.056428, 
118, 7.058003, 
118, 7.059551, 
118, 7.061114, 
118, 7.062658, 
118, 7.064200, 
118, 7.065741, 
118, 7.067277, 
118, 7.068820, 
106, 7.075822, 
106, 7.077390, 
106, 7.078938, 
106, 7.080504, 
106, 7.082072, 
106, 7.083622, 
106, 7.085161, 
106, 7.086707, 
106, 7.088252, 
112, 7.095903, 
112, 7.097477, 
112, 7.099022, 
112, 7.100565, 
112, 7.102100, 
112, 7.103642, 
112, 7.105277, 
112, 7.106837, 
112, 7.108381, 
142, 7.118523, 
142, 7.120081, 
142, 7.121624, 
142, 7.123162, 
142, 7.124702, 
142, 7.126243, 
142, 7.127783, 
142, 7.129319, 
166, 7.139078, 
166, 7.140630, 
166, 7.142174, 
166, 7.143717, 
166, 7.145262, 
166, 7.146820, 
166, 7.148372, 
106, 7.160383, 
106, 7.161972, 
106, 7.163439, 
106, 7.164896, 
106, 7.166341, 
106, 7.167793, 
106, 7.169234, 
139, 7.177126, 
139, 7.178597, 
139, 7.180082, 
139, 7.181569, 
139, 7.183095, 
139, 7.184553, 
139, 7.186024, 
139, 7.187701, 
139, 7.189186, 
168, 7.202759, 
168, 7.204468, 
168, 7.205934, 
168, 7.207436, 
168, 7.208929, 
142, 7.219399, 
142, 7.220894, 
142, 7.222364, 
142, 7.223839, 
142, 7.225325, 
142, 7.226814, 
142, 7.228306, 
142, 7.229785, 
156, 7.237643, 
156, 7.239144, 
156, 7.240616, 
156, 7.242091, 
156, 7.243567, 
156, 7.245027, 
156, 7.246501, 
156, 7.247983, 
156, 7.249450, 
170, 7.260245, 
170, 7.261711, 
170, 7.263175, 
170, 7.264641, 
170, 7.266105, 
170, 7.267567, 
170, 7.269036, 
162, 7.282714, 
162, 7.284233, 
162, 7.285648, 
162, 7.287102, 
162, 7.288557, 
162, 7.289975, 
151, 7.298890, 
151, 7.300319, 
151, 7.301765, 
151, 7.303269, 
151, 7.304768, 
151, 7.306283, 
151, 7.307762, 
